,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id
291065,291065,a80630,b3509,Tremont Farmers Market,Cleveland,44113,10,41.47872886,-81.69068479,4.5,Lincoln Park,0,QUvUB-_lGtaxxFAifiDI2A,Tremont Tap House,Cleveland,44113,1017,41.47693,-81.695262,4.6,2572 Scranton Rd$*$ Cleveland$*$ OH 44113,16963455,0
291181,291181,a82858,b3546,Fantasy Nails,Cleveland,44113,15,41.4836515,-81.7033137,3.5,2030 W 25th St,0,R1woaXSdGyybFMYCZ0uMYQ,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0
291212,291212,a82860,b3575,Light Bistro,Cleveland,44113,78,41.484797,-81.706659,4.0,2801 Bridge Ave,0,w-ch2_73sYc68VJrWAQL3g,Ty Fun Thai Bistro,Cleveland,44113,365,41.47949,-81.68428,4.2,815 Jefferson Ave$*$ Cleveland$*$ OH 44113,16963161,0
291293,291293,a84669,b3546,Fat Cats,Cleveland,44113,144,41.4837798,-81.6875167,4.0,2061 W 10th St,0,ZRLmQ3oAuspAkk5R6BOfyg,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0
291569,291569,a89852,b3509,The Treehouse,Cleveland,44113,93,41.4807242,-81.6855417,3.5,820 College Ave,0,9mI2BHTu0at_JA3RA_AEeg,Tremont Tap House,Cleveland,44113,1017,41.47693,-81.695262,4.6,2572 Scranton Rd$*$ Cleveland$*$ OH 44113,16963455,0
291583,291583,a90180,b3509,Tremont Greek Fest,Cleveland,44113,6,41.48265842,-81.69082937,3.5,2187 W 14th St,0,LSBwYt2DLn87m10EUxYvQg,Tremont Tap House,Cleveland,44113,1017,41.47693,-81.695262,4.6,2572 Scranton Rd$*$ Cleveland$*$ OH 44113,16963455,0
291653,291653,a92008,b3509,Tremont Taphouse,Cleveland,44113,335,41.4771643,-81.6952657,4.0,2572 Scranton Rd,0,K6fYrrTorlpXmqutRcrHzg,Tremont Tap House,Cleveland,44113,1017,41.47693,-81.695262,4.6,2572 Scranton Rd$*$ Cleveland$*$ OH 44113,16963455,0
291676,291676,a92216,b3585,Sans Souci Restaurant,Cleveland,44113,19,41.498716,-81.694586,3.0,24 Public Sq,0,2TC-P3bUwz1ZYxpqAlCgiw,Nate's Deli & Restaurant,Cleveland,44113,273,41.485066,-81.703877,4.2,1923 W 25th St$*$ Cleveland$*$ OH 44113,16961935,0
291825,291825,a94366,b3546,Fosters Meats,Cleveland,44113,4,41.4846863,-81.7030619,4.5,1979 W 25th St$*$ Ste F4,0,2GoA-3SG9SnDmPi2MnxhaA,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0
291985,291985,a97020,b3597,Leader Bar And Grill,Cleveland,44113,32,41.5010451,-81.6904317,4.5,526 Superior Ave,0,0LAjD6m5LjiSbiajp2SR4Q,Blue Point Grille,Cleveland,44113,525,41.499387,-81.699233,4.1,700 W Saint Clair Ave$*$ Cleveland$*$ OH 44113,16959319,0
292046,292046,a98328,b3520,Luca Italian Cuisine,Cleveland,44113,93,41.4942868,-81.7047271,4.0,2100 Superior Viaduct,0,hmfAdo6LuVOvBLiu75C8ZA,Banana Blossom Thai Cuisine,Cleveland,44113,323,41.48884,-81.708997,4.5,2800 Clinton Ave$*$ Cleveland$*$ OH 44113,16964822,0
292247,292247,a101340,b3566,Le Petit Triangle Caf,Cleveland,44113,257,41.4831995,-81.7102123,4.0,1881 Fulton Rd,0,JezHN-9KKLTMbojq00VP0g,Le Petit Triangle Cafe,Cleveland,44113,391,41.483207,-81.710211,4.2,1881 Fulton Rd$*$ Cleveland$*$ OH 44113,16963453,0
292793,292793,a110109,b3566,Tabletop Board Game Cafe,Cleveland,44113,44,41.486324,-81.7055029,4.5,1810 W 25th St,0,Gh2kkOnzieYqe5cVLtl7MA,Le Petit Triangle Cafe,Cleveland,44113,391,41.483207,-81.710211,4.2,1881 Fulton Rd$*$ Cleveland$*$ OH 44113,16963453,0
292900,292900,a110787,b3520,Banana Blossom Thai Cuisine,Cleveland,44113,118,41.488907,-81.70905,4.0,2800 Clinton Ave,0,SGZAsdQAp0SjtMDjXWBPYw,Banana Blossom Thai Cuisine,Cleveland,44113,323,41.48884,-81.708997,4.5,2800 Clinton Ave$*$ Cleveland$*$ OH 44113,16964822,0
293108,293108,a115232,b3504,Momocho,Cleveland,44113,565,41.484107,-81.709739,4.0,1835 Fulton Rd,0,F2pfjAZ_3dMTGCKv6c5wOw,Momocho Mod Mex,Cleveland,44113,1246,41.48377,-81.709948,4.8,1835 Fulton Road$*$ Cleveland$*$ OH 44113,16961792,0
293223,293223,a116832,b3522,Great Lakes Watersports,Cleveland,44113,18,41.4982784,-81.707508,4.5,1148 Main Ave,0,7taeK-GgqcV2l8jvm3C38A,Great Lakes Brewing Company,Cleveland,44113,839,41.484613,-81.704056,4.4,2516 Market Ave$*$ Cleveland$*$ OH 44113,16960756,0
293460,293460,a122147,b3520,Kim Se Cambodian Cuisine,Cleveland,44113,12,41.4846863,-81.7030619,4.0,1979 W 25th St$*$ Ste A10,0,ESCeeLwhOSZ1ketQn1nq8A,Banana Blossom Thai Cuisine,Cleveland,44113,323,41.48884,-81.708997,4.5,2800 Clinton Ave$*$ Cleveland$*$ OH 44113,16964822,0
293512,293512,a123868,b3600,Flying Fig,Cleveland,44113,310,41.48418051,-81.70431391,4.0,2523 Market Ave,0,wOKcWLyN1DhSEl3Y1eG5nQ,Flying Fig,Cleveland,44113,403,41.484352,-81.703931,4.1,2523 Market Ave$*$ Cleveland$*$ OH 44113,16960505,0
293608,293608,a124912,b3585,Nate's Deli & Restaurant,Cleveland,44113,97,41.4852567,-81.7039616,4.5,1923 W 25th St,0,WG3zvUktE1l3llwq3PPVVg,Nate's Deli & Restaurant,Cleveland,44113,273,41.485066,-81.703877,4.2,1923 W 25th St$*$ Cleveland$*$ OH 44113,16961935,0
293627,293627,a125305,b3509,Lincoln Tap House,Cleveland,44113,41,41.49777327,-81.69351716,3.0,230 Prospect Ave,0,MTQot6uazWb2SV3WABa20Q,Tremont Tap House,Cleveland,44113,1017,41.47693,-81.695262,4.6,2572 Scranton Rd$*$ Cleveland$*$ OH 44113,16963455,0
293729,293729,a128106,b3546,Dohar Meats,Cleveland,44113,12,41.484688,-81.703063,5.0,1979 W 25th St$*$ Stand F1-F2,0,KBeObet1-XcpLLh1RACV_g,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0
293758,293758,a128181,b3548,strEat Mobile Bistro,Cleveland,44113,18,41.4961829,-81.6972642,4.5,801 W Superior Ave,0,aOvEr1tluvkmwZjpzfxBAg,Bac Asian American Bistro,Cleveland,44113,408,41.475932,-81.691148,4.3,2661 West 14th Street$*$ Cleveland$*$ OH 44113,16964589,0
293760,293760,a128181,b3575,strEat Mobile Bistro,Cleveland,44113,18,41.4961829,-81.6972642,4.5,801 W Superior Ave,0,aOvEr1tluvkmwZjpzfxBAg,Ty Fun Thai Bistro,Cleveland,44113,365,41.47949,-81.68428,4.2,815 Jefferson Ave$*$ Cleveland$*$ OH 44113,16963161,0
293778,293778,a128515,b3600,Flying Monkey Pub,Cleveland,44113,45,41.479413,-81.684205,3.5,819 Jefferson Ave,0,qMulwUzS64sdQyzcrHX1aA,Flying Fig,Cleveland,44113,403,41.484352,-81.703931,4.1,2523 Market Ave$*$ Cleveland$*$ OH 44113,16960505,0
293841,293841,a130244,b3546,Cigar Cigars,Cleveland,44113,13,41.4835489,-81.705239,3.5,2718 Lorain Ave,0,SnFfIoh_CkIOHGGQE9lbmA,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0
293893,293893,a130704,b3509,Tremont Pointe Apartments,Cleveland,44113,3,41.479361,-81.6808831,1.5,2556 W 6th St,0,wi0GSdIQpgewT15NoFcSFw,Tremont Tap House,Cleveland,44113,1017,41.47693,-81.695262,4.6,2572 Scranton Rd$*$ Cleveland$*$ OH 44113,16963455,0
293985,293985,a133039,b3578,Bruno's Ristorante,Cleveland,44113,97,41.4713081,-81.7133879,4.0,2644 W 41st St,0,7W_PUqiBmoe2PVFGQ1ZBOg,Bruno's Ristorante,Cleveland,44113,311,41.47116,-81.713582,4.2,2644 W 41st St$*$ Cleveland$*$ OH 44113,16959448,0
294198,294198,a135777,b3600,Deering Vintage,Cleveland,44113,24,41.4860496,-81.7052058,4.5,1836 W 25th St,0,jUHUV1vhRaaKfVzX0EVL6g,Flying Fig,Cleveland,44113,403,41.484352,-81.703931,4.1,2523 Market Ave$*$ Cleveland$*$ OH 44113,16960505,0
294233,294233,a136455,b3546,Fantasy Nails,Cleveland,44113,11,41.4837901,-81.7024372,3.0,2053 W 25th St,0,8LOFhRnSKoNlVKmDRLS2mQ,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0
294265,294265,a138268,b3578,Addy's Restaurant,Cleveland,44113,30,41.5009585,-81.6955688,3.5,99 W St Clair Ave,0,dyJsv02GJgQZBl2Lh3vjjg,Bruno's Ristorante,Cleveland,44113,311,41.47116,-81.713582,4.2,2644 W 41st St$*$ Cleveland$*$ OH 44113,16959448,0
294266,294266,a138268,b3585,Addy's Restaurant,Cleveland,44113,30,41.5009585,-81.6955688,3.5,99 W St Clair Ave,0,dyJsv02GJgQZBl2Lh3vjjg,Nate's Deli & Restaurant,Cleveland,44113,273,41.485066,-81.703877,4.2,1923 W 25th St$*$ Cleveland$*$ OH 44113,16961935,0
294399,294399,a142940,b3522,Great Lakes Brewing Company,Cleveland,44113,644,41.4843968,-81.7044646,4.0,2516 Market Ave,0,meXjqyhTNLFmknY39y2sMg,Great Lakes Brewing Company,Cleveland,44113,839,41.484613,-81.704056,4.4,2516 Market Ave$*$ Cleveland$*$ OH 44113,16960756,0
294491,294491,a20359,b3558,Mark & Philly's,Cuyahoga Falls,44221,20,41.156352,-81.483874,4.0,3156 Bailey Rd,0,5FAY_DhlgvNyUABqAgZZIQ,Mark & Philly's Pizzeria,Cleveland,44221,297,41.156137,-81.483681,4.3,3156 Bailey Rd$*$ Cuyahoga Falls$*$ OH 44221,16961631,0
294582,294582,a114296,b3558,Marco's Pizza,Cuyahoga Fls,44221,4,41.136988,-81.488488,3.0,430 Portage Trl,0,UWfY2G34d9Yh_1trBILH1w,Mark & Philly's Pizzeria,Cleveland,44221,297,41.156137,-81.483681,4.3,3156 Bailey Rd$*$ Cuyahoga Falls$*$ OH 44221,16961631,0
294671,294671,a1645,b303,Volume Lounge,Charlotte,28205,7,35.219162,-80.813703,2.5,1801 Commonwealth Ave,0,FzM55bflbSwwJThZxkvE0A,Soul Gastrolounge,Charlotte,28205,787,35.22029,-80.813307,4.8,1500-B Central Avenue$*$ Charlotte$*$ NC 28205,17149680,0
294791,294791,a7763,b320,Midwood Flower Shop,Charlotte,28205,12,35.2196139,-80.8008909,4.0,2415 Central Ave,0,Iqa63jYzUBPXNjZcc4IaNA,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0
294805,294805,a8026,b322,Cuban Pete's Cafe,Charlotte,28205,9,35.2204138,-80.8106706,3.0,1308-E The Plaza,0,eIzp7ZiMJJz98p-a1Qni8w,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
295113,295113,a13340,b303,Soul Gastrolounge,Charlotte,28205,697,35.2202136,-80.8133676,4.0,1500-B Central Ave,0,NFm869_w6cvVaWaNpAzjeA,Soul Gastrolounge,Charlotte,28205,787,35.22029,-80.813307,4.8,1500-B Central Avenue$*$ Charlotte$*$ NC 28205,17149680,0
295351,295351,a18572,b322,Euro Grill & Cafe,Charlotte,28205,46,35.2189966,-80.797147,4.5,2719 Central Ave,0,y14TQfHRL5Gkk-CorcR6bg,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
295522,295522,a20558,b335,Cafe Central,Charlotte,28205,8,35.2205664,-80.8148317,2.5,1410 Central Ave,0,rnMd9lccXgC_ESLUX2mlfg,Crepe Cellar,Charlotte,28205,647,35.246471,-80.806348,4.3,3116 N Davidson Street$*$ Charlotte$*$ NC 28205,17149674,0
296297,296297,a51303,b311,Crazy Taco,Charlotte,28205,11,35.2190732,-80.7966449,3.0,2801 Central Ave,0,ZwZmoaFB5oo-pkOMBeLZDA,Cabo Fish Taco,Charlotte,28205,1531,35.247135,-80.805728,4.5,3201 N Davidson Street$*$ Charlotte$*$ NC 28205,17146849,0
296387,296387,a53259,b303,Soul Central,Charlotte,28205,43,35.21860793,-80.79503786,4.5,2903 Central Ave,0,1j-DEipQoZHlj2UYSaoGWQ,Soul Gastrolounge,Charlotte,28205,787,35.22029,-80.813307,4.8,1500-B Central Avenue$*$ Charlotte$*$ NC 28205,17149680,0
296481,296481,a54657,b320,Midwood Pies,Charlotte,28205,4,35.2238589,-80.8017877,5.0,Plaza Midwood,0,ZNF0WjOC7sNhQSYLtO89xQ,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0
296532,296532,a55616,b313,Dish,Charlotte,28205,381,35.2197368,-80.8121235,4.0,1220 Thomas Ave,0,LQI8R7yYXmWzWKd7wLCf2Q,Dish,Charlotte,28205,940,35.219167,-80.812038,4.5,1220 Thomas Avenue$*$ Charlotte$*$ NC 28205,17147122,0
296963,296963,a64148,b322,La-Tea-Da's Catering,Charlotte,28205,16,35.2078728,-80.7893422,4.0,3401 Commonwealth Ave,0,gaQHTBvkAm-aY_rjLvejIw,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
297656,297656,a73137,b361,Landmark Diner Restaurant,Charlotte,28205,197,35.2139521,-80.7694542,3.5,4429 Central Ave,0,vxadNrpTY7OHNmWsrEpNnA,Landmark Diner,Charlotte,28205,431,35.213643,-80.768724,4.2,4429 Central Avenue$*$ Charlotte$*$ NC 28205,17147584,0
297898,297898,a77239,b320,Midwood Auto Craft,Charlotte,28205,17,35.219118,-80.8091139,5.0,1312 Nandina St,0,WSvj3dy6u0LEoROMTy1ZQQ,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0
298355,298355,a84171,b328,Brooks Sandwich House,Charlotte,28205,80,35.2452836,-80.8115105,4.5,2710 N Brevard St,0,6Pbrq60mA56WQU7SENbG0g,Brooks Sandwich House,Charlotte,28205,288,35.245329,-80.811522,4.4,2710 N Brevard Street$*$ NC 28205,17146818,0
298685,298685,a91014,b385,Zada Jane's Corner Cafe,Charlotte,28205,450,35.2205296,-80.8118406,3.5,1601 Central Ave,0,aBLx9JlAMq_AuW6VAImSwg,Zada Jane's Corner Cafe,Charlotte,28205,862,35.220412,-80.812085,4.1,1601 Central Avenue$*$ NC 28205,17148536,0
298730,298730,a91563,b320,Midwood Country Club,Charlotte,28205,8,35.22007998,-80.80462274,4.5,2123 Central Ave,0,N0qg4-_wqV39suGyZIbXGw,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0
298757,298757,a91675,b322,Music 4 Life,Charlotte,28205,3,35.232028,-80.807562,5.0,2220 The Plz,0,V_OZnFlT7U3AYzRG0Cgt6w,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
298809,298809,a92743,b322,Fuel Pizza Cafe,Charlotte,28205,73,35.2206126,-80.813347,3.0,1501 Central Ave,0,IpH4Ngf30TLTBljWvOOt7A,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
299082,299082,a99257,b322,Smokey Joe's Cafe,Charlotte,28205,19,35.2042232,-80.8013468,4.5,510 Briar Creek Rd,0,HfagQNcFAdexV3ZdifSWQw,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
299227,299227,a100005,b335,Crpe Cellar,Charlotte,28205,280,35.246749,-80.8058672,4.0,3116 N Davidson St,0,E0TK141YMBP0LBknhVKEqw,Crepe Cellar,Charlotte,28205,647,35.246471,-80.806348,4.3,3116 N Davidson Street$*$ Charlotte$*$ NC 28205,17149674,0
299511,299511,a103955,b322,Ruby's Gift,Charlotte,28205,12,35.247043,-80.8053597,4.5,3204 N Davidson St,0,jAzhMXlm1lg388k-xlANKA,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
299573,299573,a104885,b311,Cabo Fish Taco,Charlotte,28205,823,35.247251,-80.8058269,4.0,3201 N Davidson St,0,T2tEMLpTeSMxLKpxwFdS3g,Cabo Fish Taco,Charlotte,28205,1531,35.247135,-80.805728,4.5,3201 N Davidson Street$*$ Charlotte$*$ NC 28205,17146849,0
299692,299692,a106989,b320,Midwood Park,Charlotte,28205,5,35.2294847,-80.8023532,4.0,2100 Wilhelmina Ave,0,u-SKjdWpNSCPuIRwbCrkEg,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0
299863,299863,a111847,b328,Sandwich Shop,Charlotte,28205,11,35.2396583,-80.7989343,4.0,1235 E 34th St,0,xreWxVX3vOmb8eEPUIpQaw,Brooks Sandwich House,Charlotte,28205,288,35.245329,-80.811522,4.4,2710 N Brevard Street$*$ NC 28205,17146818,0
300109,300109,a124499,b322,Lupie's Cafe,Charlotte,28205,172,35.2042455,-80.8087766,4.0,2718 Monroe Rd,0,vBNM4NEBuO66Hk5yO797eA,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
300262,300262,a127842,b311,La Shish Kabob,Charlotte,28205,209,35.2028663,-80.7609796,4.5,3117-A N Sharon Amity,0,PqcOSnCsJTT9Yd2xWKIMWw,Cabo Fish Taco,Charlotte,28205,1531,35.247135,-80.805728,4.5,3201 N Davidson Street$*$ Charlotte$*$ NC 28205,17146849,0
300303,300303,a128973,b320,Midwood Barkery,Charlotte,28205,5,35.203883,-80.803556,5.0,3100 Monroe Rd,0,afTOytGMWU_vv5JuY-D2Mg,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0
300363,300363,a130156,b394,Bistro La Bon,Charlotte,28205,357,35.2205898,-80.8157717,4.0,1322 Central Ave,0,jXHmmircEbhQmZjWDR1xIA,Bistro La Bon,Charlotte,28205,362,35.220706,-80.816265,4.1,1322 Central Avenue$*$ Charlotte$*$ NC 28205,17150005,0
300759,300759,a134606,b322,Super Lube,Charlotte,28205,5,35.21721307,-80.78099586,4.0,2900 Eastway Dr,0,Y-bM_IcVmG6cLRAxWtuF6Q,Lupie's Cafe,Charlotte,28205,614,35.204228,-80.808404,4.4,2718 Monroe Road$*$ Charlotte$*$ NC 28205,17147655,0
300769,300769,a134638,b311,Coast To Coast Tattoo,Charlotte,28205,5,35.2327872,-80.82552848,5.0,512 East 15th St,0,rwMsL9BhGDG6r0J5zJEpYQ,Cabo Fish Taco,Charlotte,28205,1531,35.247135,-80.805728,4.5,3201 N Davidson Street$*$ Charlotte$*$ NC 28205,17146849,0
300849,300849,a135132,b320,Midwood Smokehouse,Charlotte,28205,985,35.221008,-80.81488,4.5,1401 Central Ave,0,RVQE2Z2uky4c0-njFQO66g,Midwood Smokehouse,Charlotte,28205,582,35.220746,-80.815072,4.4,1401 Central Avenue$*$ Charlotte$*$ NC 28205,17150362,0
301286,301286,a26322,b556,Eribertos Mexican Food,Phoenix,85022,31,33.6402028,-112.0647491,3.5,741 E Bell Rd,0,daLsASi-J8zee8cpZSnqjQ,Carolina's Mexican Food,Phoenix,85022,231,33.545363,-112.047665,4.1,2126 East Cactus$*$ Phoenix$*$ AZ 85022,17025689,0
301326,301326,a35119,b556,Carolina's Mexican Food,Phoenix,85022,371,33.59683215,-112.0361985,4.0,2126 E Cactus Rd,0,Ktia9NJfvxVxTLVcEnw9zQ,Carolina's Mexican Food,Phoenix,85022,231,33.545363,-112.047665,4.1,2126 East Cactus$*$ Phoenix$*$ AZ 85022,17025689,0
301471,301471,a71830,b556,Filiberto's Mexican Food,Phoenix,85022,16,33.597326,-112.038883,3.5,2010 E. Thunderbird Rd,0,BNzcfz3jmBo_1wUB5YIsXg,Carolina's Mexican Food,Phoenix,85022,231,33.545363,-112.047665,4.1,2126 East Cactus$*$ Phoenix$*$ AZ 85022,17025689,0
301472,301472,a72571,b556,Sabroso Fresh Mexican Grill,Phoenix,85022,23,33.6383974,-112.0681419,2.5,401 E Bell Rd$*$ Ste 16,0,feXaud0exONNXlUu1m9DZg,Carolina's Mexican Food,Phoenix,85022,231,33.545363,-112.047665,4.1,2126 East Cactus$*$ Phoenix$*$ AZ 85022,17025689,0
301542,301542,a100400,b556,Baja Fresh Mexican Grill,Phoenix,85022,8,33.64100229,-112.0680883,3.0,430 E Bell Rd,0,Tqk-TtGw0YjT_SrxsCPMxw,Carolina's Mexican Food,Phoenix,85022,231,33.545363,-112.047665,4.1,2126 East Cactus$*$ Phoenix$*$ AZ 85022,17025689,0
301730,301730,a20588,b3595,Geppetto's Pizza & Ribs,Cleveland,44102,3,41.4876687,-81.768538,1.5,11636 Clifton Blvd,0,BxpWf0-aNxjpfdZcULR6vg,Papa Nick's Pizza & Pasta,Cleveland,44102,194,41.487214,-81.766629,4.2,11534 Clifton Boulevard$*$ Cleveland$*$ OH 44102,16962166,0
301752,301752,a29170,b3599,Brothers Lounge,Cleveland,44102,53,41.4831317,-81.7678484,4.0,11609 Detroit Ave,0,_wpUUDnJwrn7eSYAjnv7WA,Luxe Kitchen and Lounge,Cleveland,44102,583,41.483767,-81.730821,4.1,6605 Detroit Ave$*$ Cleveland$*$ OH 44102,16963476,0
301778,301778,a34702,b3595,Papa Nick's Pizza & Pasta,Cleveland,44102,37,41.4874291,-81.7670975,3.5,11534 Clifton Blvd,0,I5YF1kl3LCVM6nDeP8rUzQ,Papa Nick's Pizza & Pasta,Cleveland,44102,194,41.487214,-81.766629,4.2,11534 Clifton Boulevard$*$ Cleveland$*$ OH 44102,16962166,0
301903,301903,a68321,b3516,Happys Pizza,Cleveland,44102,16,41.4827824,-81.7362257,2.0,7412 Detroit Ave,0,CtYWpX_cy1YdZgoKtS0Tqg,Happy Dog,Cleveland,44102,534,41.4848862,-81.7264862,4.5,5801 Detroit Ave$*$ Cleveland$*$ OH 44102,16960855,0
301914,301914,a71357,b3599,Luxe Kitchen & Lounge,Cleveland,44102,217,41.4836643,-81.7309584,4.0,6605 Detroit Ave,0,H3cMcV9KK3g2pi68lDNsng,Luxe Kitchen and Lounge,Cleveland,44102,583,41.483767,-81.730821,4.1,6605 Detroit Ave$*$ Cleveland$*$ OH 44102,16963476,0
301950,301950,a79500,b3599,Spice Kitchen + Bar,Cleveland,44102,150,41.485302,-81.726541,4.0,5800 Detroit Ave,0,s1FNMwBVBmC7mLfYy77e8g,Luxe Kitchen and Lounge,Cleveland,44102,583,41.483767,-81.730821,4.1,6605 Detroit Ave$*$ Cleveland$*$ OH 44102,16963476,0
302140,302140,a133444,b3516,Happy Dog,Cleveland,44102,527,41.4848268,-81.7265327,4.5,5801 Detroit Ave,0,anzCdD5eIEHwydTpXhLlUA,Happy Dog,Cleveland,44102,534,41.4848862,-81.7264862,4.5,5801 Detroit Ave$*$ Cleveland$*$ OH 44102,16960855,0
302169,302169,a86612,b1898,Java Joe's,Etobicoke,M8X 1Y6,5,43.6594325,-79.5137176,1.0,4242 Dundas Street West,0,wl5lXES4GqDKJ00Z_c7ZVg,Magoo's,GTA,M8X 1Y6,406,43.659496,-79.514397,4.4,4242 Dundas Street West$*$ Etobicoke$*$ ON M8X 1Y6,8909931,0
302214,302214,a87490,b3542,Guido's Pizza Haven & Restaurant,Chesterland,44026,56,41.5213092,-81.3373169,4.5,12809 Chillicothe Rd,0,FpW25osFTrQf2dCIzAPavQ,Guido's Pizza Haven,Cleveland,44026,462,41.520376,-81.337058,4.3,12809 Chillicothe Rd$*$ Chesterland$*$ OH 44026,16960805,0
302244,302244,a23067,b1530,Burgatory,Pittsburgh,15238,415,40.487971,-79.889315,4.0,Waterworks Mall$*$ 932 Freeport Rd,0,KTPRYqiFdLowAUEAnN7e3g,Burgatory Bar,Pittsburgh,15238,2144,40.4891418,-79.8930872,4.4,932 Freeport Rd$*$ Pittsburgh$*$ PA 15238,17042161,0
302375,302375,a11092,b3535,Dunkin' Donuts,Medina,44256,5,41.1366981,-81.7858759,1.0,2739 Medina Rd,0,vFx__bMen1IMy0i7vNN-kg,Dan's Dogs,Cleveland,44256,308,41.139258,-81.86435,4.4,111 W Liberty St$*$ Medina$*$ OH 44256,16960041,0
302416,302416,a17494,b3579,House of Hunan,Medina,44256,78,41.1385437,-81.8642988,3.0,18 Public Sq,0,mF2EW3twSrFPmT_RVV1-Qg,House of Hunan,Cleveland,44256,332,41.138208,-81.862781,4.2,18 Public Sq$*$ Medina$*$ OH 44256,16960985,0
302743,302743,a130160,b3535,Dunkin' Donuts,Medina,44256,8,41.1599671,-81.8631112,3.0,1209 N Court St,0,5OBtrqjrG6mZ8AROhdV9Rg,Dan's Dogs,Cleveland,44256,308,41.139258,-81.86435,4.4,111 W Liberty St$*$ Medina$*$ OH 44256,16960041,0
302785,302785,a79555,b1918,Ting Thai Caravan,Edinburgh,EH1 2QZ,52,55.945634,-3.1899895,4.0,8-9 Teviot Place,0,vL44Ky9VxUtOgteyHasRIA,Ting Thai Caravan,Edinburgh,EH1 2QZ,81,55.945676,-3.189979,4.2,8-9 Teviot Place$*$ Old Town$*$ Edinburgh EH1 2QZ,7601024,0
302793,302793,a3221,b3529,Das Schnitzel Haus,Cleveland,44129,124,41.4066611,-81.7426645,4.0,5728 Pearl Rd,0,ms4nFq8B56RHkFViRaAiWQ,Das Schnitzel Haus,Cleveland,44129,421,41.406544,-81.742304,4.4,5728 Pearl Rd$*$ Parma$*$ OH 44129,16960054,0
303544,303544,a60028,b364,Hawthorne's NY Pizza & Bar,Charlotte,28204,136,35.21582,-80.821622,4.0,1701 E 7th St,0,WPV0ucYjnb2HOrNxSopv6A,Hawthorne's,Charlotte,28204,415,35.215767,-80.821975,4.2,1701 E 7th Street$*$ Charlotte$*$ NC 28204,17147394,0
303557,303557,a60881,b367,Pizza Fusion,Charlotte,28204,44,35.21289456,-80.83457325,3.5,1055 Metropolitan Ave$*$ Ste 130,0,y0TTPR0K5iB4oMkgVUH1ig,Passion8,Charlotte,28204,329,35.214165,-80.826742,4.2,1523 Elizabeth Avenue$*$ Suite 130$*$ NC 28204,17149617,0
