,Unnamed: 0,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
172,104458,104458,a30688,b544,Panda Garden,Phoenix,85044,88,33.33194498,-111.9816185,4.0,4730 E Warner Rd,0,dHTGzM4_3kKEiQvab9mi9A,Panda Garden,Phoenix,85044,262,33.330903,-111.983102,4.2,4730 E Warner Rd$*$ Phoenix$*$ AZ 85044,17028328,0,1
564,359921,359921,a108129,b1900,Tom's Dairy Freeze,Etobicoke,M8Y 1K5,73,43.6278936,-79.4965373,4.5,630 The Queensway,0,NGhmpSDZmg1shPOVdsHgBQ,Tom's Dairy Freeze,GTA,M8Y 1K5,205,43.62775,-79.496658,4.4,630 The Queensway$*$ Etobicoke M8Y 1K5,8901053,0,1
57,45177,45177,a135504,b2353,Livescan Las Vegas,Las Vegas,89119,10,36.1038987,-115.1185437,1.5,4680 S Eastern Ave$*$ Ste H,0,8HRgT3io4TzvzHOdWWWp7Q,Slice of Vegas,Las Vegas,89119,210,36.092089,-115.172992,4.3,3930 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89119,16982662,0,0
164,96147,96147,a102560,b2346,The Game,Las Vegas,89145,27,36.1691517,-115.2913521,3.5,Suncoast Hotel & Casino$*$ 9090 Alta Dr,0,nO2mE8gLNxi1Fsm6bZsn-g,Bagel Cafe,Las Vegas,89145,379,36.176043,-115.260161,4.3,301 North Buffalo Drive$*$ Summerlin$*$ Las Vegas$*$ NV 89145,16977466,0,0
56,44634,44634,a129905,b2318,Baja Fresh,Las Vegas,89119,33,36.0839998,-115.1537389,3.0,McCarran International Airport$*$ 5757 Wayne Newton Blvd,0,d2IDbGP7tT8C6vBtxdpmLg,Yama Sushi,Las Vegas,89119,489,36.114809,-115.136073,4.5,1350 E Flamingo Rd$*$ Las Vegas$*$ NV 89119,16980968,0,0
377,254097,254097,a41359,b1626,Bombay Indian Grill,Champaign,61820,57,40.114132,-88.238369,3.5,302 S 1st St,0,RTmIbq33chUSa-etGiF8Lg,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4.0,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0,0
214,131566,131566,a7586,b2364,First Food & Bar,Las Vegas,89109,357,36.12355948,-115.1686692,3.5,The Palazzo$*$ 3327 Las Vegas Blvd S,0,_ixV2SWDy7w8jzEAHp85qA,Fiamma Trattoria & Bar,Las Vegas,89109,217,36.10222,-115.169516,4.2,MGM Grand$*$ 3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978398,0,0
43,38101,38101,a47566,b2358,Track Lounge,Las Vegas,89119,3,36.0858828,-115.149411,3.0,5757 Wayne Newton Blvd,0,hL1r-Mh-UPOQJ7tbXCd9Yw,Yard House,Las Vegas,89119,488,36.0682346,-115.1758636,4.2,6593 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89119,16980971,0,0
112,76394,76394,a41329,b456,Orpheum Lobby Restaurant,Madison,53703,20,43.0748942,-89.3886553,4.0,216 State St,0,qnuBmj3lL_S_QQOmTI9cfw,Lao Laan-Xang Restaurant,Madison,53703,198,43.0827,-89.3654,4.1,1146 Williamson St$*$ Madison$*$ WI 53703,17502331,0,0
320,226595,226595,a45430,b516,Carolina's Mexican Food,Phoenix,85034,505,33.4315556,-112.0560841,4.0,1202 E Mohave St,0,89uU51kOiQXbJHVA3C6XMQ,Carolina's Mexican Food,Phoenix,85034,480,33.431537,-112.056197,4.4,1202 East Mohave Street$*$ Downtown$*$ Phoenix$*$ AZ 85034,17025688,0,1
46,40354,40354,a80008,b2353,Welcome To Las Vegas,Las Vegas,89119,3,36.0912617,-115.1742471,3.5,3930 Las Vegas S Blvd,0,Widwt7qBK0iZwsjdn6ACoQ,Slice of Vegas,Las Vegas,89119,210,36.092089,-115.172992,4.3,3930 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89119,16982662,0,0
65,48090,48090,a79663,b585,The Hermosa Inn,Paradise Valley,85253,33,33.518225,-112.004898,4.5,5532 N Palo Cristi Rd,0,f-KUpaw28JfS6_a_Cv9zWQ,Lon's - The Hermosa Inn,Phoenix,85253,225,33.518368,-112.004635,4.0,The Hermosa Inn$*$ 5532 North Palo Cristi Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85253,17027592,0,0
464,307232,307232,a84538,b1607,Das Cafe,Urbana,61801,23,40.1124516,-88.2082596,4.0,119 W Main St,0,Wq84zy8_rw1IkAqPcPqJ9g,Courier Cafe,Champaign,61801,356,40.1126,-88.2091,4.3,111 N Race St$*$ Urbana$*$ IL 61801,17317702,0,0
101,70014,70014,a21962,b432,Bandung Indonesian Restaurant,Madison,53703,169,43.076604,-89.3745656,4.0,600 Williamson St$*$ Ste M,0,NiBzh0kHusvH5rdnpm7yVw,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0,0
443,295522,295522,a20558,b335,Cafe Central,Charlotte,28205,8,35.2205664,-80.8148317,2.5,1410 Central Ave,0,rnMd9lccXgC_ESLUX2mlfg,Crepe Cellar,Charlotte,28205,647,35.246471,-80.806348,4.3,3116 N Davidson Street$*$ Charlotte$*$ NC 28205,17149674,0,0
206,127448,127448,a4759,b2304,Bank of America,Las Vegas,89109,11,36.1303615,-115.1391209,2.0,1140 E Desert Inn Rd,0,CLVfGD1qczH8Tc6C-pKDPg,Earl of Sandwich,Las Vegas,89109,631,36.11077,-115.17282,4.7,Planet Hollywood$*$ 3667 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978241,0,0
202,124724,124724,a881,b2314,Drugstore Cafe,Las Vegas,89109,148,36.1265953,-115.1653652,3.5,3131 Las Vegas Blvd S,0,Do4n_yK_K6DmR9_Es5qwlA,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
319,225902,225902,a143102,b600,NextCare Urgent Care,Phoenix,85032,23,33.6259078,-112.011713,3.5,3229 E. Greenway Road$*$ Ste 102,0,9yATznuXsyvWyvVGhQx06A,40th Street Cafe,Phoenix,85032,188,33.626603,-111.995192,4.0,4022 E Greenway Rd$*$ Phoenix$*$ AZ 85032,17024955,0,0
595,361091,361091,a76580,b1844,Burger Shack,Toronto,M4R 1A9,67,43.7048027,-79.4056887,3.5,233 Eglinton Avenue W,0,xGXzIliuZ6FgMS870UjPRw,Burger Shack,Toronto,M4R 1A9,611,43.704731,-79.405945,4.5,233 Eglinton Avenue West$*$ Toronto$*$ ON M4R 1A9,8908687,0,1
406,272222,272222,a136568,b573,That Italian Place,Phoenix,85048,6,33.3050646,-111.9985862,4.5,3941 E Chandler Blvd$*$ Ste 107,0,xHNLor7CQxwg__q3AV6org,Bell' Italia Pizzeria,Phoenix,85048,200,33.305063,-111.978013,4.1,4909 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17025304,0,0
168,98776,98776,a33304,b437,Spinners Pizza,Stoughton,53589,5,42.91747,-89.247405,3.0,2125 McComb Rd$*$ Ste 110,0,QR2V_Iutb9tEoXVBYPo-Kw,Famous Yeti's Pizza,Madison,53589,162,42.9266576,-89.2225748,4.2,971 N Page St$*$ Stoughton$*$ WI 53589,17503758,0,0
486,326631,326631,a142548,b588,Wild Game Grill,Phoenix,85016,102,33.4800325,-112.0283324,4.5,2445 E Thomas Rd,0,p3JG2He3UptGY0eqc2YX8g,TexAz Grill,Phoenix,85016,228,33.524011,-112.046982,4.0,6003 North 16th Street$*$ Phoenix$*$ AZ 85016,17029676,0,0
352,240845,240845,a10779,b1622,Hancock Fabrics,Champaign,61820,4,40.1386521,-88.241438,4.0,115 Convenience Ctr Rd,0,_36y6DMfo8QcEi7IWrXa0A,Radio Maria,Champaign,61820,348,40.1167,-88.2427,4.0,119 N Walnut St$*$ Champaign$*$ IL 61820,17317431,0,0
404,271269,271269,a96778,b563,Kyrene Internal Medicine,Phoenix,85048,3,33.3044818,-111.9852834,3.5,4545 E Chandler Blvd$*$ Ste 201,0,rjssP8-kSzxIV4kOEl1MYQ,Va Bene Italian Cuisine,Phoenix,85048,273,33.305063,-111.983656,4.1,4647 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17029850,0,0
449,301326,301326,a35119,b556,Carolina's Mexican Food,Phoenix,85022,371,33.59683215,-112.0361985,4.0,2126 E Cactus Rd,0,Ktia9NJfvxVxTLVcEnw9zQ,Carolina's Mexican Food,Phoenix,85022,231,33.545363,-112.047665,4.1,2126 East Cactus$*$ Phoenix$*$ AZ 85022,17025689,0,1
359,244076,244076,a26818,b1691,Doodles,Champaign,61820,34,40.10933,-88.231668,4.0,502 E John St$*$ Ste 109,0,68HNLNwMfXu1NuL_2E4N7A,Noodles & Co,Champaign,61820,78,40.1104,-88.2316,3.6,528 E Green St$*$ Champaign$*$ IL 61820,17317741,0,0
362,245960,245960,a28406,b1648,Mashawi Grill,Champaign,61820,77,40.110041,-88.2296889,4.5,617 E Green St,0,SCxtzXcvyk1hygdmOZqd1A,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0,0
111,76383,76383,a41329,b432,Orpheum Lobby Restaurant,Madison,53703,20,43.0748942,-89.3886553,4.0,216 State St,0,qnuBmj3lL_S_QQOmTI9cfw,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0,0
235,149539,149539,a49337,b2314,Sid's Cafe,Las Vegas,89109,101,36.13546042,-115.1521461,2.0,3000 Paradise Rd,0,_R-rjgz4Kwi4f3u0clFeKg,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
120,77487,77487,a42381,b479,Mediterranean Cafe,Madison,53703,166,43.0748734,-89.3964524,4.5,625 State St,0,oezMXnkdUQMuMH7RuKaiyw,Mediterranean Cafe,Madison,53703,127,43.0747,-89.3959,4.0,625 State St$*$ Madison$*$ WI 53703,17502390,0,1
372,251480,251480,a35875,b1697,Mia Za's Cafe,Champaign,61820,75,40.1101105,-88.2292247,3.5,629 E Green St,0,abA0s0uxoeOn7zNm-1dDxw,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0,0
341,237314,237314,a7148,b1509,Angelina's Pizzeria,Pittsburgh,15226,29,40.3979659,-80.026,3.5,109 Brookline Blvd,0,txF4WKY3P2hF3i6VCRD8YA,Fiori's Pizzaria,Pittsburgh,15226,1388,40.405224,-80.018518,4.6,103 Capital Avenue$*$ Pittsburgh$*$ PA 15226,17036421,0,0
367,249800,249800,a31670,b1629,Basil Thai Cafe,Champaign,61820,13,40.110554,-88.232373,2.5,410 E Green St$*$ Ste 1,0,XtJj67rKT16a4tQw7bxtyw,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4.0,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0,0
371,251470,251470,a35875,b1675,Mia Za's Cafe,Champaign,61820,75,40.1101105,-88.2292247,3.5,629 E Green St,0,abA0s0uxoeOn7zNm-1dDxw,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0,0
458,304782,304782,a113195,b1544,Silk Road,Pittsburgh,15236,85,40.35910707,-80.00208978,4.0,5301 Grove Rd$*$ Ste 1,0,1MrJJ9tyNyfFrxaNZ67xFg,Silk Road,Pittsburgh,15236,590,40.357482,-80.002086,4.4,5301 Grove Rd$*$ Pittsburgh$*$ PA 15236,17041302,0,1
75,54960,54960,a42851,b504,Los Armandos,Phoenix,85018,28,33.480391,-111.978627,3.0,4732 E Thomas Rd,0,aYlZVqlqf8QRd9EW0iRC4w,Postino Arcadia,Phoenix,85018,1142,33.502363,-111.996517,4.8,3939 East Campbell Avenue$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85018,17028658,0,0
298,205645,205645,a118088,b2321,Whiskey Down,Las Vegas,89109,73,36.10216531,-115.1698038,4.0,3799 Las Vegas Blvd S,0,t7g-VMFt0zT4laAt-2p6RA,Wicked Spoon,Las Vegas,89109,670,36.108303,-115.173302,4.4,3708 Las Vegas Boulevard South$*$ Las Vegas$*$ NV 89109,16982135,0,0
450,301752,301752,a29170,b3599,Brothers Lounge,Cleveland,44102,53,41.4831317,-81.7678484,4.0,11609 Detroit Ave,0,_wpUUDnJwrn7eSYAjnv7WA,Luxe Kitchen and Lounge,Cleveland,44102,583,41.483767,-81.730821,4.1,6605 Detroit Ave$*$ Cleveland$*$ OH 44102,16963476,0,0
497,331378,331378,a85491,b2347,Nittaya's Secret Kitchen,Las Vegas,89128,402,36.1980614,-115.2825096,4.0,2110 N Rampart$*$ Ste 110,0,yp2nRId4v-bDtrYl5A3F-g,Nittaya's Secret Kitchen,Las Vegas,89128,239,36.1980478,-115.2825394,4.3,2110 N Rampart Blvd Ste 110$*$ Las Vegas$*$ NV 89128,16982095,0,1
423,283908,283908,a8526,b388,Maggiano's Little Italy,Charlotte,28211,235,35.15215702,-80.83026911,3.5,4400 Sharon Rd,0,AuIiqDeL65kczmiFSkAWrA,Maggiano's,Charlotte,28211,643,35.151246,-80.828827,4.1,4400 Sharon Road$*$ Charlotte$*$ NC 28211,17149629,0,1
264,173506,173506,a75951,b2399,Yafo Kosher Restaurant,Las Vegas,89109,4,36.1314439,-115.1648858,3.0,3049 S Las Vegas Blvd,0,_XM07jbQGliVPwnAfyyGUA,Eiffel Tower Restaurant,Las Vegas,89109,420,36.1125,-115.172222,4.1,3655 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978254,0,0
545,356597,356597,a126301,b557,Chase Bank,Phoenix,85012,7,33.489889,-112.074282,2.5,3620 N Central Ave,0,e4RdNheI4_pJuNKBzFcDzA,Pane Bianco,Phoenix,85012,264,33.5006213,-112.0743113,4.1,4404 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17028331,0,0
385,256786,256786,a43201,b1606,Seven Saints,Champaign,61820,244,40.11655588,-88.24201277,4.0,32 E Chester St,0,L2c-qKZWumCmOCR-dqBLrg,Seven Saints,Champaign,61820,483,40.116549,-88.242119,4.3,32 E Chester St$*$ Champaign$*$ IL 61820,17317789,0,1
274,184394,184394,a80648,b2307,Venetian Theatre At The Venetian Las Vegas,Las Vegas,89109,12,36.1226902,-115.1701939,4.0,3355 Las Vegas Blvd S,0,mdV6YmSkjemocNBjLfw1hA,Bouchon Bistro - The Venetian,Las Vegas,89109,1167,36.121,-115.1702,4.6,The Venetian$*$ 3355 Las Vegas Boulevard South$*$ The Strip$*$ Las Vegas$*$ NV 89109,16977639,0,0
165,96165,96165,a107007,b2346,Promenade Cafe,Las Vegas,89145,57,36.175747,-115.2917528,2.5,The Resort at Summerlin$*$ 221 N  Rampart Blvd,0,QvC9BTeewBxMgdUadFglKw,Bagel Cafe,Las Vegas,89145,379,36.176043,-115.260161,4.3,301 North Buffalo Drive$*$ Summerlin$*$ Las Vegas$*$ NV 89145,16977466,0,0
532,352562,352562,a84213,b457,The Klassik Tavern,Verona,53593,26,42.989845,-89.538978,4.0,410 W Verona Ave,0,LdO1SLMxOnGXJuuPGD5meA,The Sow's Ear,Madison,53593,154,42.9901,-89.5335,4.1,125 S Main St$*$ Verona$*$ WI 53593,17503249,0,0
160,91659,91659,a141527,b3568,Mitchell's Homemade Ice Cream - Westlake,Westlake,44145,41,41.4681412,-81.9097584,5.0,26161 Detroit Rd,0,#NAME?,Mitchell's Homemade Ice Cream,Cleveland,44145,223,41.468942,-81.909851,4.2,26161 Detroit Rd$*$ Westlake$*$ OH 44145,16961777,0,1
350,239962,239962,a10182,b1652,The Tan Company,Champaign,61820,5,40.0907654,-88.2454391,2.0,2030 S Neil St,0,inwHlUdUyuDrxCk1qdfyMg,Fat Sandwich Company,Champaign,61820,110,40.109238,-88.23184,3.8,502 E John St$*$ Champaign$*$ IL 61820,17317810,0,0
45,39967,39967,a71266,b2328,Chase Bank,Las Vegas,89119,3,36.058026,-115.118901,5.0,7265 S Eastern Ave,0,S06JfRM3ICESOHc1pr3LOA,Texas de Brazil,Las Vegas,89119,763,36.0701369,-115.1753018,4.4,6533 S Las Vegas Blvd$*$ Las Vegas$*$ NV 89119,16981172,0,0
25,23845,23845,a1164,b1527,BreadWorks Bakery,Pittsburgh,15212,19,40.46194,-80.01929,4.5,2110 Brighton Rd,0,Uh6EhbFKgQlhVpfvnqsfHA,Breadworks,Pittsburgh,15212,478,40.461944,-80.019057,4.5,2110 Brighton Rd$*$ Pittsburgh$*$ PA 15212,17036048,0,1
293,203933,203933,a108808,b2327,Sbarro,Las Vegas,89109,33,36.1142773,-115.1709763,2.5,Ballys$*$ 3645 Las Vegas Blvd S,0,aoXb8mDCyb-XbkITiIfYVA,Spago,Las Vegas,89109,513,36.116111,-115.1744,4.4,3500 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980318,0,0
284,195459,195459,a87318,b2314,Grand Avenue Stores,Las Vegas,89109,9,36.1025459,-115.172271,3.0,3791 Las Vegas Blvd,0,O31l6pYwPRt5T4L8wJLAxQ,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
233,149352,149352,a49045,b2394,Strip House Steak House,Las Vegas,89109,438,36.11011835,-115.1720525,4.0,Planet Hollywood Resort and Casino,0,AT_xDv2Lm5K7VtER1fp-SA,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
114,76647,76647,a41606,b432,Parthenon Gyros Restaurant,Madison,53703,116,43.075014,-89.390617,3.5,316 State St,0,skJ-AlN0DT9pmBDz0ixeJw,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0,0
569,360214,360214,a81498,b1861,Casa Sushi,Toronto,M4K 1P1,36,43.6778835,-79.3500706,3.5,469 Danforth Avenue,0,woXsHjEI-n5MF_dob1CMcA,Casa Sushi,Toronto,M4K 1P1,310,43.677774,-79.350025,4.5,469 Danforth Avenue$*$ Toronto M4K 1P1,8906811,0,1
218,136230,136230,a13678,b2397,Payard Ptisserie & Bistro,Las Vegas,89109,589,36.11724286,-115.1750136,4.0,Caesars Palace Las Vegas Hotel And Casino$*$ 3570 Las Vegas Boulevard South,0,AyEtowSGi9vx0-xFfrgjWw,Tao Asian Bistro,Las Vegas,89109,502,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980571,0,0
391,260733,260733,a68989,b1602,Layalina Mediterranean Grill,Champaign,61820,52,40.112801,-88.239078,3.5,401 S 1st St,0,D-B5LsTHJgrhsHVex4gyHA,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,0
0,1327,1327,a88298,b362,Firebirds Wood Fired Grill,Charlotte,28216,110,35.352549,-80.851181,4.0,6801 Northlake Mall Dr,0,qVVjbYR0LIfJuIIzgPMTuw,Firebirds Wood Fired Grill,Charlotte,28216,423,35.349937,-80.850339,4.2,6801 Northlake Mall Drive$*$ Charlotte$*$ NC 28216,17147235,0,1
270,177084,177084,a76962,b2314,Market City Caffe,Las Vegas,89109,11,36.1043329,-115.17601,3.5,3770 Las Vegas Blvd S,0,ppmYIHMCIL5bocUsJSsDWA,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
542,355993,355993,a101506,b534,Windsor,Phoenix,85012,861,33.513575,-112.073381,4.0,5223 N Central Ave,0,cTJjTKz2huGZ-ElScC2pSw,Windsor,Phoenix,85012,345,33.513688,-112.0734431,4.2,5223 North Central Avenue$*$ Phoenix$*$ AZ 85012,17032686,0,1
10,12473,12473,a6428,b503,Cibo,Phoenix,85003,1457,33.45496,-112.079908,4.5,603 N 5th Ave,0,9a3DrZvpYxVs3k_qwlCNSw,Cibo,Phoenix,85003,1062,33.454891,-112.080035,4.7,603 North 5th Avenue$*$ Downtown$*$ Phoenix$*$ AZ 85003,17025909,0,1
508,337209,337209,a122299,b463,Daisy Cafe & Cupcakery,Madison,53704,215,43.0936724,-89.3426022,4.0,2827 Atwood Ave,0,rnx0KHHTD9Yvr2BWAWwQ4g,Daisy Cafe and Cupcakery,Madison,53704,269,43.093736,-89.343105,4.0,2827 Atwood Dr.$*$ Madison$*$ WI 53704,17503408,0,1
318,225388,225388,a129069,b598,Saba's Mediterranean Kitchen,Phoenix,85032,209,33.639783,-111.97826,4.5,4747 E Bell Rd,0,len2nrEtgD9bjnoYSyLPjA,Saba's Mediterranean Cuisine,Phoenix,85032,210,33.640363,-111.978884,4.0,4747 East Bell Road$*$ Northeast Phoenix$*$ Phoenix$*$ AZ 85032,17029003,0,1
47,40621,40621,a84810,b2358,Yaya Life,Las Vegas,89119,20,36.1049744,-115.1359993,4.5,4632 S Maryland Pkwy$*$ Ste 16,0,05OUuoInL-o8Ed-7z_cIUg,Yard House,Las Vegas,89119,488,36.0682346,-115.1758636,4.2,6593 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89119,16980971,0,0
18,17523,17523,a88829,b392,Campbell's Greenhouses,Charlotte,28203,24,35.207751,-80.859744,4.5,209 McDonald Ave,0,TEdtu4fe7yZ5biKsYpURBw,Sullivan's Steakhouse,Charlotte,28203,486,35.210526,-80.859246,4.1,1928 South Boulevard$*$ Charlotte$*$ NC 28203,17148288,0,0
121,77703,77703,a42583,b432,Chautara Restaurant,Madison,53703,52,43.0748088,-89.3910219,3.5,334 State St,0,RJdV7djZZeH3jJadPhgVvw,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0,0
507,337208,337208,a122299,b452,Daisy Cafe & Cupcakery,Madison,53704,215,43.0936724,-89.3426022,4.0,2827 Atwood Ave,0,rnx0KHHTD9Yvr2BWAWwQ4g,Manna Cafe & Bakery,Madison,53704,217,43.1086,-89.3637,4.1,611 N Sherman Ave$*$ Madison$*$ WI 53704,17502368,0,0
485,324372,324372,a123006,b588,Arriba Mexican Grill,Phoenix,85016,224,33.5095793,-112.042585,3.5,1812 E Camelback Rd,0,5KheTjYPu1HcQzQFtm4_vw,TexAz Grill,Phoenix,85016,228,33.524011,-112.046982,4.0,6003 North 16th Street$*$ Phoenix$*$ AZ 85016,17029676,0,0
596,361105,361105,a87717,b685,L'Orignal,Montral,H2Y 2N7,150,45.5026889,-73.5581625,4.5,479 Rue Saint-Alexis,0,D7CnTsm8SCmbQghz1ioPdw,L'Orignal,Montreal,H2Y 2N7,493,45.502629,-73.557967,4.2,479 Rue Saint Alexis$*$ Montreal$*$ QC H2Y 2N7,16636716,0,1
198,121351,121351,a71437,b3589,Scooter's Dawghouse,Mentor,44060,78,41.724476,-81.294445,4.5,9600 Blackbrook Rd,0,nEMUUOvFB2Vi90uiF4rlCg,Scooters Dawghouse,Cleveland,44060,268,41.72447,-81.294857,4.2,9600 Blackbrook Rd$*$ Mentor$*$ OH 44060,16962693,0,1
39,35302,35302,a135819,b2368,Oyshi Sushi,Las Vegas,89139,969,36.047306,-115.244158,3.5,7775 S Rainbow Blvd$*$ Ste 145,0,Gaq3S9lmjXVcuDCZ8ulppw,Oyshi Sushi,Las Vegas,89139,483,36.047124,-115.243435,4.2,7775 S Rainbow Blvd Ste 145$*$ Las Vegas$*$ NV 89139,16981221,0,1
83,59901,59901,a62789,b1532,Eleven,Pittsburgh,15222,501,40.4460016,-79.9935003,4.0,1150 Smallman St,0,d2ZQRjuizstCTnicysmpMQ,Eleven,Pittsburgh,15222,1310,40.445903,-79.99342,4.4,1150 Smallman St$*$ Pittsburgh$*$ PA 15222,17036383,0,1
360,245267,245267,a27911,b1668,Fat City Bar and Grill,Champaign,61820,5,40.110967,-88.242733,4.0,505 S Chestnut St,0,dA9xisX951rOnx8IGLPfjw,Flat Top Grill,Champaign,61820,106,40.1114257,-88.2304292,3.7,607 S 6th St$*$ Champaign$*$ IL 61820,17317303,0,0
217,134243,134243,a11165,b2313,Chipotle Mexican Grill,Las Vegas,89109,95,36.120095,-115.171769,3.5,3475 Las Vegas Blvd S,0,dusNIzdCaH6EoLl2hRy6cQ,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
384,256181,256181,a42746,b1698,Fiesta Cafe,Champaign,61820,53,40.1147989,-88.2384807,3.5,216 S 1st St,0,_a6jhRFIgOe74U73T5B-Ww,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,0
36,33323,33323,a39569,b3591,Popeyes Louisiana Grill,North Olmsted,44070,12,41.4195924,-81.9130639,2.0,26170 Lorain Rd,0,Wsk9CyM-FhybMA48I38JKg,Mashiso Asian Grille,Cleveland,44070,210,41.419094,-81.898564,4.2,24954 Brookpark Rd$*$ North Olmsted$*$ OH 44070,16964914,0,0
556,359334,359334,a104933,b1678,Old Orchard Lanes,Savoy,61874,13,40.0652239,-88.2507519,3.5,901 N Dunlap Ave,0,3P1dBNauEwkToURbq_I0Dw,Old Orchard Lanes Pizza,Champaign,61874,51,40.065294,-88.249865,3.7,901 N Dunlap Ave$*$ Savoy$*$ IL 61874,17317863,0,1
460,305222,305222,a41880,b1514,Tolerico's Restaurant,Monroeville,15146,23,40.4279561,-79.7884798,3.0,2525 Monroeville Blvd,0,oP0eUhf44jU71-I8DwKU5A,Taipei-Tokyo Restaurant,Pittsburgh,15146,829,40.4347,-79.7865,4.6,304 Mall Boulevard$*$ Monroeville$*$ PA 15146,17040170,0,0
216,133912,133912,a10513,b2386,The Cromwell Las Vegas Resort & Casino,Las Vegas,89109,318,36.1150489,-115.1718308,3.5,3595 Las Vegas Blvd S,0,y9ukbhhyYC2qrPSS9eWh5Q,Andre's Restaurant - Monte Carlo Resort and Casino,Las Vegas,89109,115,36.1045,-115.175556,4.2,Monte Carlo Resort and Casino$*$ 3770 Las Vegas Boulevard South$*$ The Strip$*$ Las Vegas$*$ NV 89109,16977392,0,0
255,168878,168878,a74130,b2390,Circus Buffet,Las Vegas,89109,281,36.13766706,-115.1646591,2.0,2880 S Las Vegas Blvd,0,lZZLmG1ANLq2Yb3KuVA4NA,The Wynn Buffet,Las Vegas,89109,707,36.129444,-115.166111,4.1,3131 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16977686,0,0
527,350906,350906,a38135,b323,New Chin Chin,Charlotte,28270,8,35.137593,-80.73942,3.0,9856 Monroe Rd,0,e8cFfRySb8n9lMXRnyzeIA,New Zealand Cafe,Charlotte,28270,654,35.139858,-80.73667,4.4,1717 Sardis Road N$*$ Suite 6A$*$ Charlotte$*$ NC 28270,17147825,0,0
354,241129,241129,a12877,b1695,Monical's Pizza,Champaign,61820,24,40.097774,-88.24573,3.5,103 W Kirby Ave,0,bVt5eOVdpZzg83qlW9Rl2g,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0,1
