,Unnamed: 0,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
26,23888,23888,a7608,b1559,Legends of The North Shore,Pittsburgh,15212,101,40.4566092,-80.0015054,4.0,500 E N Ave,0,QeShrs6cUNBjJoTCkJiB0g,Legends of the North Shore Restaurant,Pittsburgh,15212,629,40.4565599,-80.0015124,4.3,500 E North Avenue$*$ Pittsburgh$*$ PA 15212,17036766,0,1
396,263860,263860,a84267,b1648,Chipotle Mexican Grill,Champaign,61820,65,40.11037478,-88.23069222,3.0,528 E Green St$*$ Ste 101,0,kUICYu0N_TbtCz0Z8ynPFw,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0,0
356,241869,241869,a15723,b1674,Radio Maria,Champaign,61820,261,40.1171251,-88.2426687,3.5,119 N Walnut St,0,lWmDrnqgU6w3gFaJyn_1Uw,Rainbow Garden,Champaign,61820,92,40.0997,-88.2441,3.7,1402 S Neil St Ste 3$*$ Champaign$*$ IL 61820,17317432,0,0
590,361069,361069,a80123,b1819,Black Camel,Toronto,M4W 1S9,258,43.67712223,-79.38920971,4.5,4 Crescent Road,0,lDpVyjENOz_qbxbRoyBi8w,Black Camel,Toronto,M4W 1S9,392,43.677061,-79.389391,4.7,4 Crescent Road$*$ Toronto$*$ ON M4W 1S9,8910322,0,1
312,218863,218863,a31834,b379,Luisa's Brick Oven,Charlotte,28209,85,35.170641,-80.84658,4.0,1730 Abbey Pl,0,n5wZxYrle8ROuK-Saq-yyw,Luisa's Brick Oven,Charlotte,28209,205,35.169379,-80.847447,4.2,Montford Abbey$*$ 1730 Abbey Place$*$ Charlotte$*$ NC 28209,17147653,0,1
103,71729,71729,a27531,b430,Remachines,Madison,53703,13,43.0751569,-89.3859884,4.5,30 W Mifflin St$*$ Ste 404,0,M62NaFd9m7s3_tpblXeszw,Sardine,Madison,53703,457,43.0761,-89.3751,4.2,617 Williamson St$*$ Madison$*$ WI 53703,17502592,0,0
242,156325,156325,a58402,b2308,Amore Patisserie,Las Vegas,89109,28,36.128561,-115.1711298,4.5,Mandarin Oriental$*$ 3752 Las Vegas Blvd S,0,eoBeah3ZXruU1E5Fs1nSaQ,Jean-Philippe Ptisserie,Las Vegas,89109,358,36.107635,-115.176722,4.6,3730 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16981693,0,0
337,235548,235548,a121120,b3569,Szechwan Garden,Lakewood,44107,55,41.4856689,-81.7878986,4.0,13800 Detroit Ave,0,4v_RbefzvGkixXXJkn-bzw,India Garden,Cleveland,44107,424,41.482892,-81.825698,4.2,18405 Detroit Ave$*$ Lakewood$*$ OH 44107,16961061,0,0
279,189069,189069,a83176,b2359,Broadway Burger Bar & Grill,Las Vegas,89109,261,36.102861,-115.174257,3.5,3790 S Las Vegas Blvd,0,u8-WDsLXAl0dXQW_wqWrDg,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,0
401,269554,269554,a126627,b383,West Marine,Cornelius,28031,3,35.4815212,-80.8763589,3.5,20420 W Catawba Ave,0,6zYRNnF7amWbVq5D92LhKA,131 Main,Charlotte,28031,452,35.4572665,-80.8682139,4.1,17830 N Statesville Road$*$ Cornelius$*$ NC 28031,17149747,0,0
471,314757,314757,a103025,b519,Midfirst Bank,Phoenix,85004,3,33.448935,-112.074859,4.5,40 N Central Ave,0,FCAlpj3-7-ohKaxoXxZbwA,Pizzeria Bianco,Phoenix,85004,1236,33.449241,-112.065639,4.3,623 East Adams Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17028613,0,0
200,123322,123322,a111556,b502,Pepe El Toro Mexican Food,Phoenix,85020,3,33.5609984,-112.0656384,3.5,8510 N 7th Street,0,IUKQ4IUooZQWRhSQdGQI5Q,Via De Los Santos Mexican Cafe,Phoenix,85020,596,33.568964,-112.074064,4.5,9120 North Central Avenue$*$ Sunnyslope/North Mountain$*$ Phoenix$*$ AZ 85020,17029872,0,0
158,91478,91478,a110470,b3580,Lobster Bros Seafood,Westlake,44145,14,41.4687351,-81.9084238,4.0,26055 Detroit Rd,0,hTdV1_Xn1j6yhpIR7CgCJQ,Moosehead Saloon,Cleveland,44145,362,41.476831,-81.921328,4.2,694 Dover Center Rd$*$ Westlake$*$ OH 44145,16961797,0,0
495,330368,330368,a42400,b1840,Seven Lives Tacos Y Mariscos,Toronto,M5T 2K2,736,43.65422072,-79.40186799,4.5,69 Kensington Avenue,0,iGEvDk6hsizigmXhDKs2Vg,Seven Lives - Tacos Y Mariscos,Toronto,M5T 2K2,362,43.65443889,-79.40053611,4.5,69 Kensington Avenue$*$ Toronto$*$ ON M5T 2K2,8909095,0,1
521,347548,347548,a93465,b466,Sa-Bai Thong,Madison,53705,116,43.0752466,-89.43766668,3.0,2840 University Ave,0,lqtybK6_GjSqhK8U55Mc7w,Sa Bai Thong,Madison,53705,287,43.0746,-89.4381,4.0,2840 University Ave$*$ Madison$*$ WI 53705,17502584,0,1
152,88902,88902,a131582,b468,Buraka Restaurant,Madison,53703,40,43.0836473,-89.3642491,3.5,1210 Williamson Street,0,qaa9M_pUfOv0BPRcnulk4g,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0,0
41,37001,37001,a15969,b2353,Vapor Bombz Vegas,Las Vegas,89119,29,36.1154417,-115.1336045,4.5,1370 E Flamingo Rd$*$ Ste K,0,5B2bliw6ZYnFv8VVCdoSDw,Slice of Vegas,Las Vegas,89119,210,36.092089,-115.172992,4.3,3930 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89119,16982662,0,0
294,204641,204641,a111135,b2342,Carnegie,Las Vegas,89109,808,36.12154889,-115.1745164,3.0,3400 Las Vegas Blvd S,0,zU9w_xRlQSRIYXxGo-HSOA,La Creperie,Las Vegas,89109,300,36.1125,-115.172222,4.3,3655 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16979034,0,0
215,133449,133449,a9862,b2339,L'Atelier de Jol Robuchon,Las Vegas,89109,886,36.10259007,-115.1705414,4.5,3799 Las Vegas Blvd S,0,mUdalYTuAtnZm2K9zoH27Q,Jol Robuchon,Las Vegas,89109,289,36.10222,-115.169516,4.3,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978909,0,1
54,44376,44376,a124832,b2322,The Shoppes at Mandalay Place,Las Vegas,89119,18,36.0912617,-115.1742471,3.0,3950 S Las Vegas Blvd,0,Xy7PVlK8GxQc4d7bXtEqQw,Burger Bar - Mandalay Bay,Las Vegas,89119,1574,36.092089,-115.172992,4.4,Mandalay Bay$*$ 3930 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89119,16977697,0,0
557,359432,359432,a12412,b3534,Chagrin Water Falls,Chagrin Falls,44022,25,41.43122791,-81.39221355,4.5,Main Street and Chagrin River,0,PEWy1KB1-wkQEbxiZBr6AA,Hunan By the Falls,Cleveland,44022,475,41.426761,-81.373928,4.4,508 E Washington St$*$ Chagrin Falls$*$ OH 44022,16960998,0,0
451,301778,301778,a34702,b3595,Papa Nick's Pizza & Pasta,Cleveland,44102,37,41.4874291,-81.7670975,3.5,11534 Clifton Blvd,0,I5YF1kl3LCVM6nDeP8rUzQ,Papa Nick's Pizza & Pasta,Cleveland,44102,194,41.487214,-81.766629,4.2,11534 Clifton Boulevard$*$ Cleveland$*$ OH 44102,16962166,0,1
173,105088,105088,a41565,b544,Pacific Gardens,Phoenix,85044,87,33.34819017,-111.9833333,4.0,4747 E Elliott Rd,0,H2RgkjPs3W-CxbyygCJJew,Panda Garden,Phoenix,85044,262,33.330903,-111.983102,4.2,4730 E Warner Rd$*$ Phoenix$*$ AZ 85044,17028328,0,0
228,143370,143370,a33846,b2397,Burger Bistro,Las Vegas,89109,53,36.13551749,-115.1528137,2.5,3000 Paradise Rd,0,G9Cz2lUnLxv1cj6fnv73XA,Tao Asian Bistro,Las Vegas,89109,502,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980571,0,0
463,306874,306874,a72009,b1683,Beckman Cafe,Urbana,61801,5,40.115813,-88.227516,3.0,Beckman Institute$*$ 405 N Mathews Ave,0,TPGX7BhNG2CX3DV54Pt34g,Rick's Bakery Cafe,Champaign,61801,54,40.0930435,-88.1906484,3.7,2018 S Philo Rd$*$ Urbana$*$ IL 61801,17317950,0,0
395,263833,263833,a84267,b1602,Chipotle Mexican Grill,Champaign,61820,65,40.11037478,-88.23069222,3.0,528 E Green St$*$ Ste 101,0,kUICYu0N_TbtCz0Z8ynPFw,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,0
591,361071,361071,a66828,b1899,Monastery Bakery & Delicatessen,Oakville,L6M 2A3,70,43.4449968,-79.7276684,4.5,1133 Monastery Drive,0,b7BOLCyfE8Com3IglsVmdA,Monastery Bakery & Delicatessen,GTA,L6M 2A3,360,43.444973,-79.727668,4.4,1133 Monastery Drive$*$ Oakville$*$ ON L6M 2A3,17735840,0,1
119,77127,77127,a41937,b496,King of Falafel,Madison,53703,9,43.07347,-89.394823,4.0,453 W Gilman St,0,CQNq2sgLokwOVf4OL-19Hg,Sunroom Cafe,Madison,53703,176,43.07499,-89.395985,3.9,638 State St$*$ Madison$*$ WI 53703,17503348,0,0
402,271140,271140,a93929,b526,Rosati's Pizza,Phoenix,85048,30,33.3056603,-111.9922414,3.0,4206 E Chandler Blvd$*$ Ste 34,0,mXYVVcDVxifAFU9oXQ3mXg,Spinato's Pizza,Phoenix,85048,336,33.305446,-111.978647,4.3,4848 E Chandler Blvd$*$ Phoenix$*$ AZ 85048,17032339,0,0
548,357116,357116,a76879,b3587,Dominic's Santos,Cleveland,44126,24,41.4436377,-81.8581755,3.0,21467 Lorain Rd,0,7LzhLKAwS7PHUvaPIW833A,Dominic's Santos,Cleveland,44126,331,41.443671,-81.858306,4.2,21467 Lorain Rd$*$ Fairview Park$*$ OH 44126,16964529,0,1
594,361090,361090,a76527,b1910,Mark Greenaway,Edinburgh,EH2 3LJ,42,55.95387328,-3.204166889,4.5,69 North Castle Street,0,6MR9GZjWjLAS3s39YdDXKw,Restaurant Mark Greenaway,Edinburgh,EH2 3LJ,69,55.95384167,-3.204166667,4.4,69 North Castle Street$*$ New Town$*$ Edinburgh EH2 3LJ,7600422,0,1
348,239083,239083,a6711,b1602,Tortica's Grill,Champaign,61820,11,40.1102881,-88.2325689,3.0,408 E Green St,0,qIomOSnR0zaU7kv6K-0mcA,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0,0
59,46351,46351,a22105,b461,Gates & Brovi,Madison,53711,130,43.052916,-89.435789,3.5,3502 Monroe St,0,YgBQEX8dB27FdYj7PaPhPw,Great Dane Pub & Brewing,Madison,53711,244,43.0187,-89.4223,4.0,2980 Cahill Main$*$ Fitchburg$*$ WI 53711,17501779,0,0
552,357937,357937,a91752,b445,Sprecher's Restaurant and Pub,Madison,53717,138,43.08645656,-89.52490411,3.0,1265 John Q Hammons Rd,0,flCF_Vp9NOpTVeGv673nSg,Swagat Restaurant,Madison,53717,326,43.0753,-89.5184,4.1,707 N High Point Rd$*$ Madison$*$ WI 53717,17502670,0,0
32,26254,26254,a38147,b553,Cherryblossom Noodle Cafe,Phoenix,85014,817,33.50980204,-112.0610866,4.0,914 E Camelback Rd,0,fT6Uwl6abRQfiNgxre_qbg,Cherryblossom Noodle Cafe,Phoenix,85014,316,33.509437,-112.061628,4.1,914 East Camelback Road$*$ Phoenix$*$ AZ 85014,17025780,0,1
126,80974,80974,a62999,b443,608 Restaurant and Bar,Madison,53703,24,43.0747764,-89.3886148,3.0,212 State St,0,I0R4EIBhG1_-vKxOKiIbfQ,Restaurant Muramoto,Madison,53703,435,43.0745,-89.3797,4.1,225 King St$*$ Madison$*$ WI 53703,17502566,0,0
494,330328,330328,a117903,b1580,D's Six Pax & Dogz,Pittsburgh,15218,295,40.432022,-79.893834,4.5,1118 S Braddock Ave,0,CK-Gv3vqIlWOrKP4fhT8_g,D's Six Pax & Dogz,Pittsburgh,15218,1400,40.432558,-79.894054,4.2,1118 S Braddock Ave$*$ Pittsburgh$*$ PA 15218,17036286,0,1
230,145504,145504,a40525,b2396,Battle Of The Dance,Las Vegas,89109,3,36.1044942,-115.1672853,4.5,Flamingo Showroom$*$ 3555 Las Vegas Blvd S,0,r3sDSJUoSYITCADK8s0kLg,Battista's Hole in the Wall,Las Vegas,89109,587,36.114988,-115.168072,4.1,4041 Linq Lane$*$ The Strip$*$ Las Vegas$*$ NV 89109,16977523,0,0
523,347617,347617,a97008,b464,Otto's Restaurant & Bar,Madison,53705,64,43.0600543,-89.4906724,4.0,6405 Mineral Point Rd,0,RG2IGb4LwbxUwCW3iooYDA,Otto's Restaurant & Bar,Madison,53705,177,43.0607,-89.4896,4.0,6405 Mineral Pt Rd$*$ Madison$*$ WI 53705,17502463,0,1
536,354489,354489,a25016,b1557,Jay's Sports Bar & Restaurant,Canonsburg,15317,3,40.2778938,-80.1616026,4.5,114 Southpointe Blvd,0,nvWb376MYChKSA-To1wyGQ,Los Chiludos Mexican Restaurant,Pittsburgh,15317,862,40.287381,-80.17261,4.3,325 Southpointe Blvd Ste 300$*$ Canonsburg$*$ PA 15317,17037948,0,0
400,268834,268834,a21283,b383,131 Main,Cornelius,28031,201,35.4577917,-80.8680906,4.0,17830 Statesville Rd,0,rmP7AzV3SAeRWUzbNuqQ5A,131 Main,Charlotte,28031,452,35.4572665,-80.8682139,4.1,17830 N Statesville Road$*$ Cornelius$*$ NC 28031,17149747,0,1
73,53537,53537,a34678,b596,Chicago Hamburger Co,Phoenix,85018,309,33.4947745,-112.0000425,4.0,3749 E Indian School Rd,0,UCqWJWovgeelP1OUI_L90w,Chicago Hamburger Co.,Phoenix,85018,204,33.494993,-112.00099,4.0,3749 E Indian School Rd$*$ Phoenix$*$ AZ 85018,17025788,0,1
435,290721,290721,a74457,b3566,Literary Cafe,Cleveland,44113,7,41.4802781,-81.6884876,3.5,1031 Literary Rd,0,RskjK-ZpTzYH_To-y7gRWA,Le Petit Triangle Cafe,Cleveland,44113,391,41.483207,-81.710211,4.2,1881 Fulton Rd$*$ Cleveland$*$ OH 44113,16963453,0,0
149,88638,88638,a126597,b468,Lao Laan-Xang Restaurant,Madison,53703,232,43.083166,-89.364985,4.5,1146 Williamson St,0,VMPSdoBgJuyS9t_x_caTig,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0,0
412,275391,275391,a143157,b1519,Park Bruges,Pittsburgh,15206,221,40.4761766,-79.9205243,4.0,5801 Bryant St,0,XItYW5ul3OW_AqpT2nDbBQ,Park Bruges,Pittsburgh,15206,905,40.476124,-79.920636,4.5,5801 Bryant St$*$ Pittsburgh$*$ PA 15206,17042177,0,1
135,85029,85029,a103824,b432,Bellini Italian Restaurant,Madison,53703,70,43.077324,-89.3799049,3.5,401 E Washington Ave,0,zi_qqjCzkerE2dT-ViE2JA,L'Etoile Restaurant,Madison,53703,334,43.075786,-89.383231,4.2,1 South Pinckney Street$*$ Madison$*$ WI 53703,17503345,0,0
476,316323,316323,a135525,b587,Phoenix Center For The Arts,Phoenix,85004,13,33.46169391,-112.0698979,4.0,1202 N 3rd St,0,s7dpxQY4pW1YmrOh5Che-g,Phoenix Public Market Cafe,Phoenix,85004,113,33.4555828,-112.0736239,4.0,14 East Pierce Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17033807,0,0
559,359577,359577,a42807,b1676,The Wingery,Mahomet,61853,4,40.19449,-88.400274,4.5,608 E Main St,0,Re3QMHqin0xiQ9Zhxb4gLQ,Main Street Wingery,Champaign,61853,87,40.194502,-88.400984,3.7,608 E. Main St.$*$ Mahomet$*$ IL 61853,17317921,0,1
345,238094,238094,a1978,b1619,Vinny's East Coast Pizzeria,Champaign,61820,56,40.0977984,-88.2484631,3.5,401 W. Kirby Ave,0,t952QLgrh-5l1woJ4IFgUA,Vinny's East Coast Pizzeria,Champaign,61820,244,40.09796,-88.247774,4.1,401 W. Kirby Ave$*$ Champaign$*$ IL 61820,17317817,0,1
563,359796,359796,a102479,b487,Pizza Pit,De Forest,53532,4,43.2414099,-89.3437115,1.5,611 S Main St,0,hwjbr0Qskx_qWqx1de5gTg,Sizzling Hut,Madison,53532,98,43.2512,-89.3441,4.0,404 N Main St$*$ De Forest$*$ WI 53532,17501686,0,0
529,351481,351481,a126629,b319,Pinky's Westside Grill,Charlotte,28208,596,35.229054,-80.8673698,4.0,1600 W Morehead St,0,01fuY2NNscttoTxOYbuZXw,Pinky's Westside Grill,Charlotte,28208,649,35.2291083,-80.8674621,4.4,1600 W Morehead Street$*$ Charlotte$*$ NC 28208,17150169,0,1
97,69397,69397,a15112,b454,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0,0
427,286745,286745,a115481,b1625,Thara Thai,Champaign,61821,160,40.1335532,-88.2602612,4.0,912 1/2 W Bloomington Rd,0,hvPPw19VdGRsOEkxgyD7tg,Thara Thai,Champaign,61821,164,40.1322,-88.2576,4.0,912 1/2 W Bloomington Rd$*$ Champaign$*$ IL 61821,17317480,0,1
500,333755,333755,a36244,b471,Mermaid Cafe,Madison,53704,53,43.0911066,-89.3556528,4.5,1929 Winnebago St,0,VO2WD2hE1jLyNFCja3XlGg,Bunky's Cafe,Madison,53704,207,43.093674,-89.346609,4.0,2425 Atwood Ave$*$ Madison$*$ WI 53704,17502026,0,0
12,14579,14579,a25978,b332,Shu Salon,Charlotte,28203,3,35.216533,-80.856083,3.5,1426 S Tryon St,0,v-bEPfF6jdrTOfvsnrb4xA,Ru Sans,Charlotte,28203,1182,35.197861,-80.851802,4.3,2440 Park Road$*$ Charlotte$*$ NC 28203,17148099,0,0
326,229730,229730,a83827,b387,Mimosa Grill,Charlotte,28202,343,35.224456,-80.84547,4.0,327 S Tryon St,0,Ch7NAhB_MWSDwcNbcptEKg,Mimosa Grill,Charlotte,28202,370,35.225329,-80.845572,4.1,Two Wells Fargo Center$*$327 S Tryon Street$*$ Charlotte$*$ NC 28202,17147766,0,1
537,354684,354684,a98486,b1526,Cedars Mediterranean Cuisine,Canonsburg,15317,45,40.26562648,-80.12766589,4.5,4071 Washington Rd,0,WGRpmHGkPxBnQ8HOZM7QLQ,Cedars Mediterranean Cuisine,Pittsburgh,15317,381,40.2656334,-80.12767053,4.5,4071 Washington Road$*$ Canonsburg$*$ PA 15317,17042892,0,1
515,343741,343741,a9900,b433,Green Cab,Madison,53715,89,43.0499905,-89.3905709,2.5,1621 Beld St,0,WmdpqWnCpFVNfm8jW4T71Q,Greenbush Bar,Madison,53715,268,43.0678,-89.4013,4.2,914 Regent St$*$ Madison$*$ WI 53715,17502239,0,0
189,114732,114732,a132835,b551,La Salsita's Mexican Food,Phoenix,85006,29,33.451096,-112.030703,3.5,2345 E Van Buren St,0,bEZalv7kVGhiCd0WK4uFSw,La Santisima Gourmet Taco Shop,Phoenix,85006,250,33.469201,-112.047393,4.1,1919 North 16th Street$*$ Midtown$*$ Phoenix$*$ AZ 85006,17031685,0,0
207,128111,128111,a5328,b2399,Quark's Bar & Restaurant,Las Vegas,89109,42,36.1371122,-115.1529193,4.0,Star Trek The Experience$*$ 3000 Paradise Rd,0,9QtHDX71JnaQbmzWWVbi-A,Eiffel Tower Restaurant,Las Vegas,89109,420,36.1125,-115.172222,4.1,3655 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978254,0,0
20,21828,21828,a103782,b2362,Island Malaysian Cuisine,Las Vegas,89103,192,36.125592,-115.211199,4.0,5115 Spring Mountain Rd$*$ Ste 217,0,X5uxdU9GHoUAqo2wmbg3OQ,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0,0
91,65382,65382,a74555,b499,Ginza of Tokyo,Madison,53719,58,43.056628,-89.4989583,2.5,6734 Odana Rd,0,f1loh_1c_zp6P1Zv9KSaPg,Ginza of Tokyo West,Madison,53719,178,43.0567,-89.4973,3.9,6734 Odana Rd$*$ Madison$*$ WI 53719,17502221,0,1
234,149504,149504,a49336,b2314,Paradise Caf,Las Vegas,89109,75,36.1362575,-115.1512526,2.0,3000 Paradise Rd,0,VNr74A2-5_oqPN7bObPHuw,Grand Lux Cafe,Las Vegas,89109,1022,36.121,-115.1702,4.5,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978572,0,0
489,327034,327034,a143217,b564,Cafe Rio Mexican Grill,Phoenix,85016,193,33.508767,-112.0356452,3.0,2131 E Camelback Rd,0,5sqC0kX6lBvKR983T_EBcg,Phoenix City Grille,Phoenix,85016,224,33.52253,-112.047664,4.1,5816 North 16th Street$*$ Midtown$*$ Phoenix$*$ AZ 85016,17028525,0,0
308,214348,214348,a129031,b2395,Cafe Pan,Las Vegas,89109,49,36.1226902,-115.1701939,2.0,3355 Las Vegas Blvd,0,cdRcqdqA4CH6DZk2CIRKwQ,Craftsteak,Las Vegas,89109,723,36.10222,-115.169516,4.1,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978079,0,0
118,76725,76725,a41608,b468,Casbah Restaurant,Madison,53703,16,43.0749931,-89.3811037,3.0,119 E Main St,0,TAetQMOQ0MCHAZ4hacJrPQ,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0,0
375,252488,252488,a38726,b1609,Jurassic Grill,Champaign,61820,27,40.1104696,-88.2331177,3.5,404 E Green St,0,mZJdFjxvVddqPN5RZdKSHg,Cactus Grill,Champaign,61820,210,40.099715,-88.244508,4.3,1405 S Neil St$*$ Champaign$*$ IL 61820,17317696,0,0
539,355460,355460,a45318,b506,Dental on Central,Phoenix,85012,20,33.51227854,-112.0733331,4.0,5133 N Central Ave,0,nMxCZzyeaYX4sznZBBZo5g,Postino Central,Phoenix,85012,582,33.512251,-112.073898,4.7,5144 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85012,17030771,0,0
178,109133,109133,a97428,b2306,Spicy Tuna Sushi,Henderson,89052,230,36.00071281,-115.1091894,4.5,10345 S Eastern Ave$*$ Ste 190,0,iqQEH6olFhpqwZjFRRFmuA,I Love Sushi,Las Vegas,89052,829,35.991343,-115.101169,4.7,11041 S Eastern Ave$*$ Henderson$*$ NV 89052,16978730,0,0
551,357720,357720,a72809,b417,Eno Vino Wine Bar & Bistro,Madison,53717,217,43.073189,-89.525189,4.0,601 Junction Rd,0,aRIZPbrHwnM04TTXLYrFMg,Eno Vino Wine Bar & Bistro,Madison,53717,481,43.0731,-89.5258,4.3,601 Junction Rd$*$ Madison$*$ WI 53717,17502177,0,1
321,226612,226612,a46685,b529,Knock Kneed Lobster,Phoenix,85034,135,33.4485057,-112.0126321,3.5,3202 E Washington St,0,3u4AsqA8glBmGuxtNx5mdQ,Knock Kneed Lobster,Phoenix,85034,222,33.448381,-112.012631,4.3,3202 East Washington Street$*$ East Phoenix$*$ Phoenix$*$ AZ 85034,17027343,0,1
82,59792,59792,a60900,b1533,Kelly O's Diner,Pittsburgh,15222,115,40.4540482,-79.9814381,4.0,2400 Smallman St,0,GGEeGKUez_pGqYXtk-sKvQ,Pamela's P & G Diner,Pittsburgh,15222,978,40.452519,-79.984386,4.4,60 21st St$*$ Pittsburgh$*$ PA 15222,17037065,0,0
254,165051,165051,a70470,b2334,Gordon Ramsay BurGR,Las Vegas,89109,5116,36.110724,-115.172169,4.0,3667 Las Vegas Blvd S,0,cYwJA2A6I12KNkm2rtXd5g,Gordon Ramsay BurGR,Las Vegas,89109,773,36.11077,-115.17282,4.3,3667 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16982906,0,1
299,206496,206496,a121203,b2342,BLVD Creamery,Las Vegas,89109,168,36.1044875,-115.1767584,4.0,3770 Las Vegas Blvd S,0,6NFI8nSKod7qtxfsRUJpVw,La Creperie,Las Vegas,89109,300,36.1125,-115.172222,4.3,3655 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16979034,0,0
316,222281,222281,a116408,b483,David's Jamaican Cuisine,Monona,53716,55,43.0569909,-89.32527,4.0,5734 Monona Dr,0,UDyScSvpzBEgOGs6HAXcRg,David's Jamaican Cuisine,Madison,53716,127,43.0578,-89.3256,4.0,5734 Monona Dr$*$ Monona$*$ WI 53716,17502937,0,1
272,183151,183151,a79893,b2342,Crazy Crepes,Las Vegas,89109,40,36.1272241,-115.1715512,3.5,Fashion Show Mall$*$ 3200 S Las Vegas Blvd,0,KYr67K-Ot9HKkv90KaXL5w,La Creperie,Las Vegas,89109,300,36.1125,-115.172222,4.3,3655 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89109,16979034,0,0
301,207708,207708,a123337,b2313,Rosewood Grille,Las Vegas,89109,13,36.1050656,-115.1727803,4.5,3763 Las Vegas Blvd S,0,mlNHAQR3UhowDDYdJF5w9w,Mesa Grill,Las Vegas,89109,1410,36.116111,-115.1744,4.5,3570 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16979381,0,0
96,69394,69394,a15112,b447,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0,0
193,118963,118963,a9746,b3543,Joe's Deli,Rocky River,44116,173,41.4712991,-81.8350803,4.0,19215 Hilliard Blvd,0,sWucpMb_MDdqAthWFFisow,Joe's Deli,Cleveland,44116,594,41.471463,-81.835295,4.3,19215 Hilliard Blvd$*$ Rocky River$*$ OH 44116,16961179,0,1
588,361010,361010,a53677,b1963,Loudons Cafe & Bakery,Edinburgh,EH3 9QA,66,55.9435562,-3.2081778,4.0,94B Fountainbridge,0,aIs7Tt3pw6ymj3FOPPR4Ng,Loudons Cafe & Bakery,Edinburgh,EH3 9QA,62,55.943501,-3.208363,3.9,94b Fountainbridge$*$ Fountainbridge$*$ Edinburgh EH3 9QA,7600803,0,1
410,274982,274982,a107721,b1511,Smiling Banana Leaf,Pittsburgh,15206,360,40.4758881,-79.9195636,4.0,5901 Bryant St,0,e2ng0CQ69anIawqIKzhtlg,Smiling Banana Leaf,Pittsburgh,15206,1223,40.475768,-79.919678,4.6,5901 Bryant St$*$ Pittsburgh$*$ PA 15206,17041212,0,1
434,289573,289573,a55456,b3566,Metropolitan Cafe,Cleveland,44113,4,41.4992836,-81.6985549,3.5,1352 W 6th St.,0,V_CzgZ8maFoKv9t-LgcjDg,Le Petit Triangle Cafe,Cleveland,44113,391,41.483207,-81.710211,4.2,1881 Fulton Rd$*$ Cleveland$*$ OH 44113,16963453,0,0
